Fehezanteny,Sokajinteny
"""Ary hoy izy ireo: Efa hitanay marimarina fa momba anao Jehovah, ka dia hoy izahay: Aoka samy hanao fianianana isika, dia izahay sy ianao, ary aoka izahay hanao fanekena aminao, fa tsy hanisy ratsy anay ianao, tahaka ny tsy nanendrenay anao akory, sy tahaka ny tsy nanaovanay na inona na inona taminao afa-tsy ny soa ihany, fa efa nampandehaninay soa aman-tsara ianao.""",Mpampitohy Mpamaritra Mpisolo Mpisolo Tambinteny Matoanteny Mpamaritra Tambinteny Matoanteny Mpisolo Anarana Kianteny Kianteny Mpamaritra Mpisolo Tenim-piotanana Mpisolo Matoanteny Anarana Mpisolo Kianteny Mpisolo Mpampitohy Mpisolo Mpampitohy Tambinteny Mpisolo Matoanteny Anarana Mpisolo Tambinteny Tambinteny Matoanteny Mpamaritra Mpisolo Mpisolo Mpamaritra Mpanoritra Tambinteny Matoanteny Mpisolo Tambinteny Mpampitohy Mpamaritra Mpanoritra Tambinteny Matoanteny Kianteny Mpisolo Kianteny Mpisolo Mpampiankina Kianteny Tambinteny Mpanoritra Mpamaritra Tambinteny Tambinteny Tambinteny Matoanteny Mpamaritra Mpampiankina Mpamaritra Mpisolo 
"""Fa ianao ankehitriny efa notahin'i Jehovah.""",Tambinteny Mpisolo Tambinteny Tambinteny Matoanteny Mpanoritra Anarana
"""Dia nanao fanasana ho azy Isaka, ka dia nihinana sy nisotro izy.""",Mpampitohy Matoanteny Anarana Kianteny Mpisolo Anarana Tambinteny Kianteny Matoanteny Mpampitohy Matoanteny Mpisolo
"""Dia nifoha maraina koa izy, ka samy nanao fianianana; dia nampandehanin'Isaka ireo, ka dia lasa nody soa aman-tsara izy.""",Mpampitohy Matoanteny Anarana Kianteny Mpisolo Kianteny Mpisolo Matoanteny Anarana Kianteny Matoanteny Anarana Mpisolo Kianteny Kianteny Matoanteny Matoanteny Mpamaritra Mpampiankina Mpamaritra Mpisolo
"""Ary tamin'izany andro izany dia avy ny mpanompon'Isaka ka nanambara taminy ny amin'ny lavaka fantsakana izay efa nohadiny ka nanao taminy hoe: Efa nahita rano izahay.""",Mpampitohy Mpampiankina Mpisolo Anarana Mpisolo Kianteny Kianteny Mpanoritra Anarana Anarana Kianteny Matoanteny Mpampiankina Mpanoritra Mpampiankina Mpanoritra Anarana Anarana Mpisolo Tambinteny Matoanteny Kianteny Matoanteny Mpampiankina Tambinteny Tambinteny Matoanteny Anarana Mpisolo
"""Dia nanao ny anarany hoe Sheba izy; izany no nanaovana ny anaran'ny tanàna hoe Beri-sheba mandraka androany.""",Mpampitohy Matoanteny Mpanoritra Anarana Tambinteny Anarana Mpisolo Mpisolo Kianteny Matoanteny Mpanoritra Anarana Mpanoritra Anarana Tambinteny Anarana Anarana Matoanteny Tambinteny
"""Ary rehefa efa-polo taona Esao, dia nampakatra an'i Jodita, zanakavavin'i Bery Hetita, sy Basemata, zanakavavin'i Elona Hetita, izy.""",Mpampitohy Tambinteny Mpamaritra Mpamaritra Anarana Anarana Kianteny Matoanteny Tambinteny Mpanoritra Anarana Anarana Mpanoritra Anarana Anarana Mpampitohy Anarana Anarana Mpanoritra Anarana Anarana Mpisolo
"""Dia nangidy tamin'ny fanahin'Isaka sy Rebeka indrindra ireny.""",Mpampitohy Matoanteny Mpampiankina Mpanoritra Anarana Anarana Mpampitohy Anarana Tambinteny Mpisolo
"""Ary rehefa antitra Isaka, ary pahina ny masony ka tsy nahita, dia niantso an'i Esao lahimatoany izy ka nanao taminy hoe: Anaka; ary hoy izy taminy kosa: Inty aho.""",Mpampitohy Tambinteny Mpamaritra Anarana Mpampitohy Matoanteny Mpanoritra Anarana Kianteny Tambinteny Matoanteny Kianteny Matoanteny Tambinteny Mpanoritra Anarana Anarana Mpisolo Kianteny Matoanteny Mpampiankina Tambinteny Anarana Mpampitohy Mpamaritra Mpisolo Mpampiankina Mpampitohy Matoanteny Mpisolo 
"""Ary hoy izy: Indro fa efa antitra aho, ka tsy fantatro izay andro hahafatesako; koa ankehitriny, masìna ianao, alao ny fitifiranao dia ny tranon-jana-tsipìkanao sy ny tsipìkanao, ary mankanesa any an-tsaha, ka ihazao aho; ary anaovy hanim-py aho araka ilay tiako, ka ento atỳ amiko hohaniko, mba hitsofan'ny fanahiko rano anao, dieny tsy mbola maty aho.""",Mpampitohy Mpamaritra Mpisolo Tambinteny Tambinteny Tambinteny Mpamaritra Mpisolo Kianteny Tambinteny Matoanteny Mpisolo Anarana Anarana Kianteny Tambinteny Matoanteny Mpisolo Matoanteny Mpanoritra Anarana Kianteny Mpanoritra Anarana Anarana Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Matoanteny Tambinteny Tambinteny Anarana Kianteny Matoanteny Mpisolo Mpampitohy Matoanteny Matoanteny Anarana Mpisolo Mpampitohy Mpanoritra Anarana Kianteny Matoanteny Tambinteny Mpampiankina Matoanteny Tambinteny Matoanteny Mpanoritra Anarana Anarana Mpisolo Mpampitohy Tambinteny Tambinteny Matoanteny Mpisolo
"""Ary Rebeka nandre an'Isaka niteny tamin'i Esao zananilahy.""",Mpampitohy Anarana Matoanteny Mpampiankina Anarana Matoanteny Mpampiankina Mpanoritra Anarana Anarana
"""Ary dia lasa nankany an-tsaha Esao nitady haza ho entiny.""",Mpampitohy Kianteny Matoanteny Matoanteny Mpampiankina Anarana Anarana Matoanteny Anarana Kianteny Matoanteny
"""Ary Rebeka niteny tamin'i Jakoba zananilahy ka nanao hoe: Indro, efa reko ny rainao niteny tamin'i Esao rahalahinao nanao hoe: Ihazao aho, ka anaovy hanim-py hohaniko; dia hitso-drano anao aho eo anatrehan'i Jehovah, dieny tsy mbola maty aho.""",Mpampitohy Anarana Matoanteny Mpampiankina Mpanoritra Anarana Anarana Kianteny Matoanteny Tambinteny Tambinteny Tambinteny Matoanteny Mpanoritra Anarana Matoanteny Mpampiankina Mpanoritra Anarana Anarana Matoanteny Tambinteny Matoanteny Mpisolo Kianteny Matoanteny Anarana Mpamaritra Matoanteny Kianteny Matoanteny Anarana Mpisolo Mpisolo Tambinteny Tambinteny Mpanoritra Anarana Mpampitohy Tambinteny Tambinteny Matoanteny Mpisolo
"""Koa ankehitriny, anaka, araho ny teniko amin'izay asaiko ataonao.""",Kianteny Tambinteny Anarana Matoanteny Mpanoritra Anarana Mpamaritra Mpisolo Matoanteny Matoanteny 
"""Mankanesa kely any amin'ny ondry aman'osy, ka analao zanak'osy roa tsara aho; dia hataoko hanim-py ho an'ny rainao araka ilay tiany izany; ary dia ho entinao any amin'ny rainao hohaniny, mba hitsofany rano anao, dieny tsy mbola maty izy.""",Matoanteny Mpamaritra Tambinteny Mpampiankina Mpanoritra Anarana Mpampiankina Anarana Kianteny Matoanteny Anarana Anarana Mpamaritra Mpamaritra Mpisolo Kianteny Matoanteny Matoanteny Mpamaritra Kianteny Tambinteny Mpanoritra Anarana Mpampitohy Anarana Matoanteny Mpisolo Mpampitohy Kianteny Kianteny Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana Matoanteny Kianteny Matoanteny Anarana Mpisolo Mpampitohy Tambinteny Tambinteny Matoanteny Mpisolo 
"""Fa hoy Jakoba tamin-dRebeka reniny: Indro, Esao rahalahiko dia lehilahy voloina, fa izaho lehilahy malambo hoditra kosa; ary angamba hitsapa ahy ikaky, dia ho toy ny mpanandoka eo imasony aho ka hahatonga ozona amiko, fa tsy tso-drano.""",
"""Ary hoy ny reniny taminy: Aoka ho ahy ihany anaka, ny ozona ho anao; araho ihany ny teniko, ka mandehana, itondray aho.""",Mpampitohy Mpamaritra Mpanoritra Anarana Mpampiankina Tenim-piotanana Kianteny Mpisolo Tambinteny Anarana Mpanoritra Anarana Kianteny Mpisolo Matoanteny Tambinteny Mpanoritra Anarana Kianteny Matoanteny Matoanteny Mpisolo
"""Dia nandeha izy ka naka, ary nitondra tao amin'ny reniny; ary ny reniny kosa dia nanao hanim-py araka ilay tian'ny rainy.""",Mpampitohy Matoanteny Mpisolo Kianteny Matoanteny Mpampitohy Matoanteny Mpampitohy Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Kianteny Kianteny Matoanteny Anarana Mpamaritra Mpampitohy Mpanoritra Matoanteny Mpanoritra Anarana
"""Ary nalain-dRebeka ny fitafian'i Esao lahimatoany, dia ny tsara izay efa notehiriziny tao an-trano, ka nampitafiny an'i Jakoba zanany faralahy.""",Mpampitohy Matoanteny Anarana Mpanoritra Anarana Mpanoritra Anarana Anarana Kianteny Mpanoritra Mpamaritra Mpisolo Tambinteny Matoanteny Tambinteny Tambinteny Anarana Kianteny Matoanteny Tambinteny Mpanoritra Anarana Anarana Anarana
"""Ary ny hoditry ny zanak'osy dia nafonony ny tànany sy ny malambolambo amin'ny vozony; dia natolony teo an-tànan'i Jakoba zanany ny hanim-py sy ny mofo izay efa namboariny.""",Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Anarana Kianteny Matoanteny Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampiankina Mpanoritra Anarana Kianteny Matoanteny Tambinteny Tambinteny Anarana Mpanoritra Anarana Anarana Mpanoritra Anarana Mpamaritra Mpampitohy Mpanoritra Anarana Mpisolo Tambinteny Matoanteny
"""Ary Jakoba nankany amin'ny rainy ka nanao hoe: Ry ikaky ô!""",Mpampitohy Anarana Matoanteny Mpampiankina Mpanoritra Anarana Kianteny Matoanteny Tambinteny Kianteny Mpisolo Tenim-piotanana
"""Ary hoy kosa izy: Inty aho; iza moa ianao, anaka?""",Mpampitohy Mpamaritra Mpampitohy Mpisolo Matoanteny Mpisolo Mpisolo Kianteny Mpisolo Anarana
"""Ary hoy Jakoba tamin-drainy: Izaho no Esao zanakao lahimatoa; efa nanao araka izay nasainao nataoko aho; masìna ianao, miarena, dia mipetraha, ka hano ny hazako, mba hitsofan'ny fanahinao rano ahy.""",Mpampitohy Mpamaritra Anarana Mpampiankina Anarana Mpisolo Kianteny Anarana Anarana Anarana Tambinteny Matoanteny Mpampitohy Mpisolo Matoanteny Matoanteny Mpisolo Matoanteny Mpisolo Matoanteny Kianteny Matoanteny Kianteny Matoanteny Mpanoritra Matoanteny Kianteny Matoanteny Mpanoritra Anarana Mpisolo
"""Ary hoy Isaka tamin'ny zanany: Nanao ahoana, anaka, no dia nalaky nahazo toy izany ianao?""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Tambinteny Tambinteny Anarana Kianteny Kianteny Matoanteny Matoanteny Mpampiankina Mpisolo Mpisolo
"""Ary hoy izy: Satria Jehovah Andriamanitrao no nampahazo ahy.""",Mpampitohy Mpamaritra Mpisolo Mpampitohy Anarana Anarana Kianteny Matoanteny Mpisolo
"""Ary hoy Isaka tamin'i Jakoba; Mba manatòna kely hoe hitsapako anao, anaka, hahafantarako na Esao zanako tokoa ianao, na tsia.""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Kianteny Matoanteny Mpamaritra Tambinteny Matoanteny Mpisolo Anarana Matoanteny Kianteny Anarana Anarana Tambinteny Mpisolo Kianteny Tambinteny
"""Ary Jakoba nanatona an'Isaka rainy, ary izy dia nitsapa azy ka nanao hoe: Ny feo dia feon'i Jakoba, fa ny tanana dia tànan'i Esao.""",Mpampitohy Anarana Matoanteny Tambinteny Anarana Anarana Mpampitohy Mpisolo Kianteny Matoanteny Mpisolo Kianteny Matoanteny Tambinteny Mpanoritra Anarana Kianteny Anarana Mpanoritra Anarana Tambinteny Mpanoritra Anarana Kianteny Anarana Mpanoritra Anarana 
"""Ary tsy nahafantatra azy izy, satria voloina tahaka ny tanan'i Esao rahalahiny ny tànany; dia notsofiny rano izy.""",Mpampitohy Tambinteny Matoanteny Mpisolo Mpisolo Mpampitohy Matoanteny Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Anarana Mpanoritra Anarana Kianteny Matoanteny Anarana Mpisolo
"""Ary hoy izy: Hianao tokoa moa no Esao zanako?""",Mpampitohy Mpamaritra Mpisolo Mpisolo Tambinteny Kianteny Kianteny Anarana Anarana
"""Dia hoy izy: Izaho no izy.""",Mpampitohy Mpamaritra Mpisolo Mpisolo Kianteny Mpisolo
"""Ary hoy kosa Isaka: Arosoy eto anoloako ary izato hazan'ny zanako hihinanako, mba hitsofan'ny fanahiko rano anao.""",Mpampitohy Mpamaritra Mpampitohy Anarana Matoanteny Tambinteny Matoanteny Mpampitohy Mpisolo Matoanteny Mpanoritra Anarana Matoanteny Kianteny Matoanteny Mpanoritra Anarana Anarana Mpisolo
"""Ary dia narosony teo anoloany, ka dia nihinana izy; ary nitondrany divay izy, dia nisotro.""",Mpampitohy Kianteny Matoanteny Tambinteny Tambinteny Kianteny Kianteny Matoanteny Mpisolo Mpampitohy Matoanteny Anarana Mpisolo Kianteny Matoanteny
"""Ary hoy Isaka rainy taminy: Mba manatòna kely ka manoroha ahy, anaka.""",Mpampitohy Mpamaritra Anarana Anarana Mpampiankina Kianteny Matoanteny Mpamaritra Kianteny Matoanteny Mpisolo Anarana
"""Dia nanatona izy ka nanoroka azy; ary Isaka nandre ny fofon'ny fitafiany, dia nitso-drano azy ka nanao hoe: E! ny fofon'ny zanako.""",Mpampitohy Matoanteny Mpisolo Kianteny Matoanteny Mpisolo Mpampitohy Anarana Matoanteny Mpanoritra Anarana Mpanoritra Anarana Kianteny Matoanteny Anarana Mpisolo Kianteny Matoanteny Tambinteny Tenim-piotanana Mpanoritra Anarana Mpanoritra Anarana
"""Dia tahaka ny fofon'ny saha izay notahin'i Jehovah.""",Mpampitohy Mpamaritra Mpanoritra Anarana Mpanoritra Anarana Mpisolo Matoanteny Mpanoritra Anarana
"""Ary hanomezan'Andriamanitra anao anie ny andon'ny lanitra sy ny tsiron'ny tany, ary vary sy ranom-boaloboka betsaka.""",Mpampitohy Matoanteny Anarana Mpisolo Kianteny Mpanoritra Anarana Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Mpampitohy Anarana Mpampitohy Anarana Anarana Mpamaritra
"""Hanompo anao anie ny firenena maro, Ary hiankohoka eo anatrehanao ny firenena samy hafa.""",Matoanteny Mpisolo Kianteny Mpanoritra Anarana Mpamaritra Mpampitohy Matoanteny Tambinteny Tambinteny Mpanoritra Anarana Mpampitohy Mpamaritra
"""Ho tompon'ny rahalahinao anie ianao, ary aoka hiankohoka eo anatrehanao ny zanaky ny reninao.""",Kianteny Matoanteny Mpanoritra Anarana Kianteny Mpisolo Mpampitohy Tenim-piotanana Matoanteny Tambinteny Tambinteny Mpanoritra Anarana Mpanoritra Anarana Mpanoritra Anarana
"""Ho voaozona anie izay rehetra manozona anao, ary hohasoavina anie izay manisy soa anao.""",Kianteny Matoanteny Kianteny Mpisolo Mpamaritra Matoanteny Mpisolo Mpampitohy Matoanteny Kianteny Mpisolo Matoanteny Mpamaritra Mpisolo
"""Ary rehefa vita ny nitsofan'Isaka rano an'i Jakoba, ary vao nidify Jakoba teo anatrehan'Isaka rainy, dia niditra kosa Esao rahalahiny avy nihaza.""",Mpampitohy Tambinteny Matoanteny Mpanoritra Matoanteny Anarana Anarana Tambinteny Mpanoritra Anarana Mpampitohy Kianteny Matoanteny Anarana Tambinteny Tambinteny Anarana Anarana Kianteny Matoanteny Mpampitohy Anarana Anarana Kianteny Matoanteny
"""Ary izy koa nanao hanim-py ka nitondra azy tao amin'ny rainy; ary hoy izy tamin'ny rainy: Aoka hiarina ny raiko ka hihinana amin'ny hazan'ny zanany, mba hitsofan'ny fanahinao rano ahy.""",Mpampitohy Mpisolo Kianteny Matoanteny Anarana Mpamaritra Kianteny Matoanteny Mpisolo Tambinteny Mpampiankina Mpanoritra Anarana Mpampitohy Mpamaritra Mpisolo Mpampiankina Mpanoritra Anarana Tenim-piotanana Matoanteny Mpanoritra Anarana Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Mpanoritra Anarana Kianteny Matoanteny Mpanoritra Anarana Anarana Mpisolo
"""Fa hoy Isaka rainy taminy: Iza indray moa ianao ?""",Tambinteny Mpamaritra Anarana Anarana Mpampiankina Mpisolo Tambinteny Kianteny Mpisolo
"""Ary hoy izy: Izaho no Esao zanakao lahimatoa.""",Mpampitohy Mpamaritra Mpisolo Mpisolo Kianteny Anarana Anarana Anarana
"""Ary toran-kovitra indrindra Isaka ka nanao hoe: Iza ary ilay naka haza ka nitondra teto amiko, ary efa nihinanako izany rehetra izany, fony tsy mbola tonga ianao, ka efa notsofiko rano izy; eny, hotahina tokoa izy.""",Mpampitohy Anarana Mpamaritra Mpamaritra Anarana Kianteny Matoanteny Tambinteny Mpisolo Mpampitohy Mpanoritra Matoanteny Anarana Kianteny Matoanteny Tambinteny Mpampiankina Mpampitohy Tambinteny Matoanteny Mpisolo Mpamaritra Mpisolo Mpampitohy Tambinteny Tambinteny Matoanteny Mpisolo Kianteny Tambinteny Matoanteny Anarana Mpisolo Tambinteny Matoanteny Tambinteny Mpisolo   
"""Raha vao ren'i Esao ny tenin'ny rainy, dia nitaraina mafy dia mafy izy ka nanao taminy hoe: Mba tsofy rano re aho, dia izaho koa, ry ikaky ô.""",Mpampitohy Kianteny Matoanteny Mpanoritra Anarana Mpanoritra Matoanteny Mpanoritra Anarana Kianteny Matoanteny Mpamaritra Kianteny Mpamaritra Mpisolo Kianteny Matoanteny Mpampiankina Tambinteny Kianteny Matoanteny Anarana Kianteny Mpisolo Kianteny Mpisolo Tambinteny Kianteny Mpisolo Tenim-piotanana
"""Ary hoy rainy: Tonga ny rahalahinao nanandoka ka nahalasa ny tso-dranonao.""",Tenim-piotanana Mpamaritra Anarana Matoanteny Mpanoritra Anarana Matoanteny Kianteny Matoanteny Mpanoritra Anarana Anarana
"""Dia hoy Esao: Moa tsy mandia va ny anarany hoe Jakoba?""",Mpampitohy Mpamaritra Anarana Kianteny Tambinteny Matoanteny Kianteny Mpanoritra Matoanteny Tambinteny Anarana 
"""Fa efa namingana ahy indroa izy izao: ny fizokiako efa nalainy; ary, indro, ankehitriny lasany koa ny tso-dranoko.""",Tambinteny Tambinteny Matoanteny Mpisolo Mpamaritra Mpisolo Mpisolo Mpanoritra Anarana Tambinteny Matoanteny Mpampitohy Tambinteny Tambinteny Matoanteny Kianteny Mpanoritra Anarana Anarana
"""Ary hoy kosa izy: Tsy mba nitahiry tso-drano ho ahy va ianao?""",Mpampitohy Mpamaritra Mpampitohy Mpisolo Tambinteny Kianteny Matoanteny Anarana Anarana Kianteny Mpisolo Kianteny Mpisolo
"""Dia namaly Isaka ka nanao tamin'i Esao hoe: Indro, efa nataoko ho tomponao izy, ary ny rahalahiny rehetra nomeko ho mpanompony; ary vary sy ranom-boaloboka no namelomako azy; koa inona indray no hataoko aminao, anaka?""",Mpampitohy Matoanteny Anarana Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Tambinteny Tambinteny Tambinteny Matoanteny Kianteny Anarana Mpisolo Mpampitohy Mpanoritra Anarana Mpamaritra Matoanteny Kianteny Anarana Mpampitohy Anarana Mpampitohy Anarana Anarana Kianteny Matoanteny Mpisolo Kianteny Mpisolo Tambinteny Kianteny Matoanteny Mpampiankina Anarana
"""Ary hoy Esao tamin'ny rainy: Tso-drano iray ihany va no anao, ry ikaky? mba tsofy rano re aho, dia izaho koa, ry ikaky ô.""",Mpampitohy Tambinteny Anarana Mpampiankina Mpanoritra Anarana Anarana Anarana Mpamaritra Tambinteny Kianteny Kianteny Mpisolo Kianteny Mpisolo Kianteny Matoanteny Anarana Kianteny Mpisolo Kianteny Mpisolo Kianteny Kianteny Mpisolo Tenim-piotanana
"""Ary Esao dia nanandratra ny feony ka nitomany.""",Mpampitohy Anarana Kianteny Matoanteny Mpanoritra Anarana Kianteny Matoanteny
"""Dia namaly Isaka rainy ka nanao taminy hoe: Indro, tsy ho amin'ny tsiron'ny tany ny fonenanao, ary tsy ho amin'ny andon'ny lanitra avy any ambony; fa ny sabatrao no hivelomanao, ary ny rahalahinao no hotompoinao; kanefa, raha mby amin'izay andro hahafahanao.""",Mpampitohy Matoanteny Anarana Anarana Kianteny Matoanteny Mpampiankina Tambinteny Tenim-piotanana Tambinteny Kianteny Mpampiankina Mpanoritra Anarana Mpanoritra Anarana Mpanoritra Anarana Mpampitohy Tambinteny Kianteny Mpampiankina Mpanoritra Anarana Mpanoritra Anarana Kianteny Tambinteny Tambinteny Tambinteny Mpanoritra Anarana Kianteny Matoanteny Mpampitohy Mpanoritra Anarana Kianteny Anarana Mpampitohy Mpampitohy Kianteny Mpampiankina Mpisolo Anarana Matoanteny
"""Dia hotapahinao ny ziogany ho afaka amin'ny vozonao.""",Mpampitohy Matoanteny Mpanoritra Anarana Kianteny Matoanteny Mpampiankina Mpanoritra Anarana
"""Ary Esao nanao fo-lentika tamin'i Jakoba noho ny tso-drano izay nataon-drainy taminy; dia hoy Esao anakampo: Efa antomotra ny andro hisaonana an'ikaky, dia hamono an'i Jakoba rahalahiko aho.""",Mpampitohy Anarana Matoanteny Anarana Mpamaritra Mpampiankina Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Anarana Mpisolo Matoanteny Mpampiankina Kianteny Mpamaritra Anarana Tambinteny Tambinteny Matoanteny Mpanoritra Anarana Matoanteny Tambinteny Mpisolo Kianteny Matoanteny Tambinteny Mpanoritra Anarana Anarana Mpisolo
"""Ary nisy namambara tamin-dRebeka izany tenin'i Esao zanany lahimatoa izany; dia naniraka nampaka an'i Jakoba zanany faralahy izy ka nanao taminy hoe: Indro, Esao rahalahinao mikasa hamaly ny nataonao ka hamono anao.""",Mpampitohy Matoanteny Matoanteny Mpampiankina Anarana Mpisolo Matoanteny Mpanoritra Anarana Anarana Anarana Mpisolo Kianteny Matoanteny Matoanteny Tambinteny Mpanoritra Anarana Anarana Anarana Mpisolo Kianteny Matoanteny Mpampiankina Tambinteny Tambinteny Anarana Anarana Matoanteny Matoanteny Mpanoritra Matoanteny Kianteny Matoanteny Mpisolo
"""Ary ankehitriny, anaka, araho ny teniko; miainga ka mandosira ho any Harana, dia any amin'i Labana anadahiko.""",Mpampitohy Tambinteny Anarana Matoanteny Mpanoritra Anarana Matoanteny Kianteny Matoanteny Kianteny Tambinteny Anarana Kianteny Tambinteny Mpampiankina Mpanoritra Anarana Anarana
"""Ary mitoera any aminy andro vitsivitsy mandra-pahafaky ny fahatezeran'ny rahalahinao, eny, mandra-pahafaky ny fahatezeran'ny rahalahinao aminao, ka ho hadinony izay nataonao taminy; dia haniraka aho ka hampaka anao any; hataoko ahoana no famoy anareo mirahalahy indray andro?""",Mpampitohy Matoanteny Tambinteny Mpampiankina Anarana Mpamaritra Matoanteny Anarana Mpanoritra Anarana Mpanoritra Anarana Tambinteny Matoanteny Anarana Mpanoritra Anarana Mpanoritra Anarana Mpampiankina Kianteny Kianteny Matoanteny Mpisolo Matoanteny Mpampiankina Kianteny Matoanteny Mpisolo Kianteny Matoanteny Mpisolo Tambinteny Matoanteny Tambinteny Kianteny Matoanteny Mpisolo Matoanteny Tambinteny Anarana
"""Ary hoy Rebeka tamin'Isaka: Tsy te-ho velona aho noho ireny zanakavavin'ny Hetita; raha maka vady amin'ny zanakavavin'ny Hetita Jakoba, tahaka ireto izay avy amin'ny zazavavy tompon-tany koa hataoko inona ny aiko ?""",Mpampitohy Mpamaritra Anarana Mpampiankina Anarana Tambinteny Kianteny Kianteny Mpamaritra Mpisolo Mpampitohy Mpisolo Anarana Mpanoritra Anarana Mpampitohy Matoanteny Anarana Mpampiankina Mpanoritra Anarana Mpanoritra Anarana Anarana Mpamaritra Mpisolo Mpisolo Tambinteny Mpampiankina Mpanoritra Anarana Anarana Anarana Kianteny Matoanteny Mpisolo Mpanoritra Anarana
"""Ary Isaka nampaka an'i Jakoba ka nitso-drano azy ary namepetra azy hoe : Aza maka vady avy amin'ny zanakavavin'ny Kananita ianao.""",Mpampitohy Anarana Matoanteny Tambinteny Mpanoritra Anarana Kianteny Matoanteny Anarana Mpisolo Mpampitohy Matoanteny Mpisolo Tambinteny Tambinteny Matoanteny Anarana Tambinteny Mpampiankina Mpanoritra Anarana Mpanoritra Anarana Mpisolo
